,STATEFP,COUNTYFP,GEOID,node_density_km,street_density_km,circuity_avg,street_length_total,street_segment_count,streets_per_node_avg,orientation_entropy
0,01,117,1117,23.46692344690197,3691.297203022024,1.141602404461408,7739055.475235694,59673,2.4251626016260164,3.525675712904329
1,04,1,4001,1.4143272719211875,1149.434275505285,1.1147011219184475,33399837.052051857,54999,2.683431880672555,3.54418157242164
2,01,119,1119,5.540820846803499,2125.3287196537535,1.1299357781171677,5027537.308767576,15742,2.4096284428168153,3.5380410975354875
3,01,121,1121,8.903012486526682,2211.8458448902984,1.1049476145356327,4355613.497263009,21921,2.5050764316678076,3.3966349779725844
4,04,9,4009,1.373929599662709,730.3609994250503,1.1677177692800478,8777539.12971015,22100,2.6790818798449614,3.298268681882284
5,01,127,1127,8.460081573070664,2011.638558436834,1.0984787332599038,4195153.2949131075,21191,2.4093974947571275,3.4804095687482817
6,04,7,4007,1.4442925515191185,795.8220796670897,1.235228987021904,9882945.671841592,22059,2.4646520963425513,3.535236031664969
7,01,111,1111,3.8561666246444046,1601.88849456884,1.0879049072551277,2423499.393825182,7079,2.4403496743229347,3.560153053384607
8,01,129,1129,2.743872271046771,1227.660745735896,1.114825644039546,3461233.829732815,8900,2.309074457083764,3.527952182795208
9,01,39,1039,3.4442316583198096,1532.7431016595833,1.0859989183605085,4143557.238688859,11992,2.5895177746751155,3.3760562463116446
10,01,1,1001,4.714084984096638,1497.110344979436,1.1077443062728987,2343440.407390159,9173,2.493833852825586,3.3455927257370743
11,01,97,1097,24.989693648901664,3377.8010746415,1.1138538960230213,14382931.69177166,137607,2.584307570859334,3.282846019526867
12,01,55,1055,9.502865594032983,2613.553259632262,1.0872650025957988,3713701.863464654,17775,2.6368955047026588,3.450619186001655
13,01,99,1099,2.5799904612725397,1035.0065687450244,1.1096192979891402,2772865.0592130595,8365,2.435908564814815,3.415908459592305
14,01,31,1031,6.136830980197867,1676.424750297044,1.0762462647023954,2954653.6571923317,13434,2.492141272189349,3.4675922557582997
15,01,9,1009,12.023479954159587,2194.289321345332,1.0971508752037196,3697639.627568649,23453,2.32101080894329,3.5398035624572977
16,01,7,1007,8.931648374599268,2695.113092167468,1.128663773227495,4370829.605324371,17057,2.3654124956851916,3.5516492632943475
17,01,53,1053,4.464437247338207,1645.5202861053513,1.0968315611484487,4062164.6286953003,13586,2.477270665093912,3.28466530645265
18,01,91,1091,2.164938430994632,1017.9217852143616,1.106901947681816,2590719.88202192,6676,2.4346642468239565,3.41131086847454
19,01,65,1065,4.840235228497239,1911.204880174692,1.1321371966449667,3249680.112906663,9847,2.403645200486027,3.460158460812662
20,01,47,1047,3.0108259028199247,1313.850275190339,1.0979733137807233,3381909.137684912,9775,2.530838709677419,3.4462497073516447
21,01,49,1049,6.548232109574905,2224.9744219435834,1.0759671531091577,4487167.181081251,16126,2.454036044222323,3.499675488493272
22,01,85,1085,2.0725022819929064,1083.8175886593258,1.111155111633539,2035326.1329130512,4568,2.3612538540596093,3.4979332209834912
23,01,71,1071,3.6838937282906357,1282.760888161908,1.0981073831640378,3743583.101412597,13310,2.4835829225188353,3.4315631419350927
24,01,25,1025,2.481387733994732,994.3760299997614,1.116110101277763,3225907.395218499,9623,2.393664596273292,3.5152571162335384
25,01,13,1013,2.679301943745018,1226.6711311754034,1.0954611399556986,2471379.077503101,6670,2.4870322341608,3.445248937581665
26,01,83,1083,10.275926737274595,2320.0481315068505,1.0852558766337357,3648525.214679996,20781,2.5748143564356436,2.975677310292568
27,01,77,1077,8.566039162736898,2074.069887323056,1.0845926796016911,3865558.529682574,21102,2.641403069213905,3.394204412565075
28,01,41,1041,2.2953326494247297,1088.9387099861274,1.074402726852788,1723072.860772859,4411,2.453469162995595,3.481062450731748
29,01,79,1079,3.2117630154894186,1391.5476765601834,1.095792505466636,2584864.88521102,7389,2.488769694937982,3.2452118865529647
30,01,15,1015,12.851069090887055,3042.076942331311,1.0952428081967474,4824072.26739846,27197,2.6710339074537512,3.280957687488939
31,01,23,1023,1.6930713140223543,958.1915377270143,1.1176934085962156,2285300.9186892393,4698,2.3410104011887074,3.5260841861035592
32,01,133,1133,4.0475849667909065,1420.9737732437616,1.1050370218855043,2325468.236292349,7712,2.341183574879227,3.545297894959837
33,04,25,4025,3.3646627785908616,1141.9324199841856,1.177980416735336,24037286.636865225,91808,2.593759265795976,3.451155835295297
34,04,13,4013,34.138710244082404,4062.641199247386,1.1208503277061277,97077706.21307875,1200903,2.9374454491070816,2.8875089529689784
35,01,103,1103,10.047489003465438,2431.4896775702887,1.092372753427793,3772533.870957186,21406,2.749117967797806,3.1224826293350123
36,04,15,4015,1.1484814730966826,524.4885492902175,1.096909255974896,18285468.251356304,55720,2.7826923076923076,3.205026645067394
37,04,12,4012,0.7651549276300823,560.826502008277,1.0922965873863832,6551912.456447847,12137,2.722452175858597,3.344496651268331
38,04,23,4023,4.859954958832817,1671.1590529807027,1.1748364617210243,5356011.244902333,19188,2.4593605546995376,3.558822658670929
39,04,5,4005,1.4029196609432468,946.6922255457471,1.1251604075457882,45756262.11868827,92636,2.7364431400887814,3.5413117381782517
40,01,113,1113,4.602625868130718,1315.1987235264148,1.0853015260605865,2204558.537391446,10016,2.6029812054439403,3.4449113764309183
41,01,125,1125,17.74617543494498,2844.0619084138893,1.1253304831058122,9953316.957305321,81187,2.6135317038611405,3.4157188993095526
42,01,123,1123,4.294591798198671,1499.738155915689,1.1053156913014113,2976363.972061519,10448,2.4625131995776135,3.536998227671839
43,01,115,1115,12.635685215493458,2426.6098937318147,1.111221808030202,4106288.8053077688,24629,2.3054905995697315,3.533838872978596
44,04,3,4003,2.480945181524957,1144.4735058302708,1.1083593420679108,18427307.061978348,53196,2.665348220097131,3.22231201539374
45,01,67,1067,2.3058420099320065,1162.0004825798471,1.06840401097225,1710364.2057385773,4312,2.557748968768415,3.426332282403868
46,01,93,1093,4.291632089006753,1591.1982943990079,1.0901293832617374,3064394.5311378036,10352,2.517362371445856,3.506131171935284
47,01,51,1051,7.230890295123578,1880.6759990292762,1.0961881366455433,3200396.800883804,15277,2.4843559528646892,3.454297444786199
48,01,69,1069,12.903759192043088,2575.57946723851,1.080915968502013,3880207.6277113967,26124,2.689763374485597,3.277030620758112
49,01,5,1005,1.9063607630112147,948.52834011209,1.0942594170499087,2222101.7391531747,5847,2.6283027317510075,3.437338646119302
50,01,33,1033,6.703809317059464,1740.4439705060768,1.0896049191452017,2810647.727815086,14576,2.696471457602069,3.027769236288757
51,01,57,1057,2.9840047091390485,1335.7710870494193,1.09140675791603,2177339.2473240965,6166,2.558182565789474,3.474449609335376
52,01,59,1059,3.1573879367706836,1375.1446251980362,1.0859026745178926,2302659.5967988763,6756,2.5751844146018534,3.4497830567179073
53,01,61,1061,4.081426138386487,1568.7094388086496,1.0565894683351127,2352241.946807424,7720,2.541503267973856,3.3259383219130103
54,01,95,1095,8.587203625049039,2242.3979374325586,1.098817342365488,3619296.4287181175,17910,2.59004329004329,3.438839153615763
55,01,35,1035,2.107631900192489,1213.8693657864812,1.0880158555421477,2681000.366914169,5627,2.4500537056928033,3.5365060065121363
56,01,3,1003,12.046405368415309,2012.5078251256868,1.1039361275430941,10566897.639089666,77985,2.45803228407456,3.0588459573798032
57,01,21,1021,5.185035323571217,1736.955333440723,1.0986983489934568,3152627.8266031034,11458,2.4452236744235467,3.505124449131814
58,01,19,1019,4.742807903514288,1574.7197128095181,1.0978160158691745,2447007.030330421,8805,2.4012211668928085,3.5284884690611986
59,01,17,1017,3.685524056996142,1386.4970059569248,1.0756702524949964,2165787.860790613,7288,2.547854785478548,3.4997908586889226
60,01,43,1043,8.404006182505084,2283.2716959462014,1.0904180593266966,4464928.539592632,20148,2.4579530242180843,3.4184469006528193
61,01,81,1081,15.570734281174184,2712.681698876291,1.101936181134256,4326845.571743393,32695,2.6329521662103397,3.414113350263844
62,01,29,1029,3.232580295246501,1464.5603129184499,1.1482124810976138,2128033.6949073053,5635,2.4204811581860763,3.5675153376759323
63,01,27,1027,2.2681846754106845,1380.8508286496697,1.1069996044915498,2167296.606526428,4381,2.4929775280898876,3.5499761559229555
64,01,73,1073,46.6874144480684,5842.532878945714,1.1049919428486967,17010733.806735933,182064,2.6773460259541535,3.4778772765885906
65,01,87,1087,3.242662154120043,1202.5489887833066,1.0803795989691027,1909889.7750927277,6441,2.5116504854368933,3.5487438500312303
66,01,45,1045,7.0992960246055485,1866.143499825576,1.081635970648574,2719582.4180705515,13090,2.537212449255751,3.5184508173481555
67,01,89,1089,40.18057353107268,5072.272801324193,1.114644596872957,10676741.992889704,111782,2.6424559868522177,3.1417437876743466
68,04,21,4021,6.253206626032931,1795.8451439930793,1.1161076568923474,24998843.249217514,119498,2.7469527956161612,3.053714449780815
69,01,101,1101,16.648625454706906,2665.4589931290343,1.0918663235526092,5522198.324487754,48141,2.7862692798330047,3.242867995565666
70,04,17,4017,1.528464991819677,1004.190410663608,1.0979326026113583,25901281.98021082,52215,2.655489042207792,3.5054714445737503
71,01,107,1107,3.290021054706458,1362.149368197555,1.1001945948373282,3140375.9386276295,9199,2.4352010547132497,3.498052403828654
72,01,109,1109,4.852022290528303,1399.922745345006,1.0822977053585885,2440043.748458055,10421,2.4723897363131133,3.4747066248733978
73,01,131,1131,1.7675595414943361,1011.8746296034645,1.107836163975678,2378039.954353787,4910,2.3846894559460763,3.5553821940516905
74,04,27,4027,1.9976953634477235,730.9594218525832,1.0748429099749213,10448312.927441359,41177,2.883873227105586,2.681044973230035
