num_regions,RMSE,NRMSE,MAE,MAPE,SMAPE,CPC,RMSE_nonzero,MAE_nonzero,MAPE_nonzero,SMAPE_nonzero,CPC_nonzero,accuracy,matrix_COS_similarity,JSD_inflow,JSD_outflow,JSD_ODflow,state
105.44444444444444,59.740780562350025,0.991734101140248,29.986435381569397,1.4150751100992651,1.321338832815111,0.4391475195811261,64.19257857170955,33.62891631193108,1.174430645458183,1.1890640954408842,0.4531975855582945,0.7102456548792708,0.6830787380238365,0.2158415568840784,0.2542507023452466,0.08943713756117588,06
