src_state,tar_geoid,src_moran,tar_moran,moran_shift
53,34019,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.04899203],0.4924807389738807
53,34021,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.02020148],0.7944985087118009
53,34023,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.00018554],1.008361772694929
53,34025,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.0013935],1.0210334523376634
53,34027,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.00704834],1.080353611192793
53,34029,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.00441663],0.9600841556669891
53,34031,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.01818112],0.8156923888584429
53,34033,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.06710218],1.7103285582486323
53,34035,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.00585429],0.9450028918218665
53,34037,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.00019775],1.0084898547674386
53,34039,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.02090516],0.7871167642462898
53,34041,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.01082977],0.8928092820374576
53,35001,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.02046888],1.221137402214959
53,35005,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.03137917],0.6772426464319243
53,35006,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[0.15292752],2.6106507707556195
53,35009,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.14750632],-0.5409506389700927
53,35013,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.02540759],0.7398854959494701
53,35015,"[-0.33963567 -0.00762946 -0.03135486 -0.08403375 -0.07919766  0.03967334
 -0.05055301 -0.13856003 -0.0421519  -0.16004271 -0.12560732 -0.03279136
 -0.17942843  0.00377853 -0.00561575 -0.15932767  0.00045033 -0.20831916
 -0.09842556 -0.10103291 -0.0919027  -0.27568739 -0.00327538 -0.26643757
 -0.03900972 -0.30457611 -0.00815174 -0.01710251 -0.1472774  -0.05019216
 -0.15735569 -0.04745232 -0.00521618 -0.04848146]",[-0.20082789],-1.1003029012186676
