src_state,tar_geoid,src_moran,tar_moran,moran_shift
10,34019,[-0.02692733  0.02430488 -0.01226792],[-0.04899203],-2.0436802244785177
10,34021,[-0.02692733  0.02430488 -0.01226792],[-0.02020148],-0.7073052604693134
10,34023,[-0.02692733  0.02430488 -0.01226792],[0.00018554],0.23900168019961426
10,34025,[-0.02692733  0.02430488 -0.01226792],[0.0013935],0.2950716109231939
10,34027,[-0.02692733  0.02430488 -0.01226792],[0.00704834],0.5575527729549346
10,34029,[-0.02692733  0.02430488 -0.01226792],[-0.00441663],0.02538180354749225
10,34031,[-0.02692733  0.02430488 -0.01226792],[-0.01818112],-0.6135261068693061
10,34033,[-0.02692733  0.02430488 -0.01226792],[0.06710218],3.3450799702089316
10,34035,[-0.02692733  0.02430488 -0.01226792],[-0.00585429],-0.041350109100323204
10,34037,[-0.02692733  0.02430488 -0.01226792],[0.00019775],0.23956842061091035
10,34039,[-0.02692733  0.02430488 -0.01226792],[-0.02090516],-0.7399681680292982
10,34041,[-0.02692733  0.02430488 -0.01226792],[-0.01082977],-0.272297557847053
10,35001,[-0.02692733  0.02430488 -0.01226792],[0.02046888],1.180496031636659
10,35005,[-0.02692733  0.02430488 -0.01226792],[-0.03137917],-1.2261416152643134
10,35006,[-0.02692733  0.02430488 -0.01226792],[0.15292752],7.328845777696939
10,35009,[-0.02692733  0.02430488 -0.01226792],[-0.14750632],-6.616430436177271
10,35013,[-0.02692733  0.02430488 -0.01226792],[-0.02540759],-0.9489581374772672
10,35015,[-0.02692733  0.02430488 -0.01226792],[-0.20082789],-9.091464802464934
10,35017,[-0.02692733  0.02430488 -0.01226792],[-0.06591256],-2.8290826890175
10,35025,[-0.02692733  0.02430488 -0.01226792],[0.0855762],4.202590495741407
10,35027,[-0.02692733  0.02430488 -0.01226792],[-0.51884455],-23.85288476418922
10,35029,[-0.02692733  0.02430488 -0.01226792],[-0.24148163],-10.978494531014631
10,35028,[-0.02692733  0.02430488 -0.01226792],[-0.44895581],-20.608850129291888
10,35031,[-0.02692733  0.02430488 -0.01226792],[0.00816934],0.6095865481275277
10,35035,[-0.02692733  0.02430488 -0.01226792],[-0.04690832],-1.9469600442893282
10,35039,[-0.02692733  0.02430488 -0.01226792],[-0.11627832],-5.166916530429017
10,35041,[-0.02692733  0.02430488 -0.01226792],[-0.32508994],-14.859352224110314
10,35043,[-0.02692733  0.02430488 -0.01226792],[-0.09265363],-4.070326342409333
10,35047,[-0.02692733  0.02430488 -0.01226792],[-0.25684164],-11.691462075581647
10,35045,[-0.02692733  0.02430488 -0.01226792],[-0.05521813],-2.3326775931519745
10,35049,[-0.02692733  0.02430488 -0.01226792],[0.01729221],1.0330438836518332
10,35051,[-0.02692733  0.02430488 -0.01226792],[-0.07554719],-3.2762943121784027
10,35053,[-0.02692733  0.02430488 -0.01226792],[-0.07309537],-3.1624879510336337
10,35057,[-0.02692733  0.02430488 -0.01226792],[-0.40421718],-18.532211466668
10,35055,[-0.02692733  0.02430488 -0.01226792],[-0.15186857],-6.818913482039643
10,35061,[-0.02692733  0.02430488 -0.01226792],[-0.12145996],-5.407433221148813
10,36001,[-0.02692733  0.02430488 -0.01226792],[-0.02666149],-1.0071606583044126
10,36003,[-0.02692733  0.02430488 -0.01226792],[-0.16494376],-7.425826376188514
10,36005,[-0.02692733  0.02430488 -0.01226792],[-0.0046375],0.01512965346110752
10,36007,[-0.02692733  0.02430488 -0.01226792],[-0.01319803],-0.38222543929194913
10,36009,[-0.02692733  0.02430488 -0.01226792],[-0.01873715],-0.6393352217827424
10,36011,[-0.02692733  0.02430488 -0.01226792],[-0.10379011],-4.5872494256283405
10,36015,[-0.02692733  0.02430488 -0.01226792],[-0.03479666],-1.3847717940025757
10,36013,[-0.02692733  0.02430488 -0.01226792],[-0.06761235],-2.9079817576614326
10,36017,[-0.02692733  0.02430488 -0.01226792],[-0.04774504],-1.9857983931940388
10,36019,[-0.02692733  0.02430488 -0.01226792],[-0.0705203],-3.0429604384857294
10,36021,[-0.02692733  0.02430488 -0.01226792],[-0.06293538],-2.6908902533927517
10,36023,[-0.02692733  0.02430488 -0.01226792],[-0.05523447],-2.3334364138746775
10,36025,[-0.02692733  0.02430488 -0.01226792],[-0.06890408],-2.967940385646536
10,36027,[-0.02692733  0.02430488 -0.01226792],[-0.0230643],-0.8401895108581028
10,36029,[-0.02692733  0.02430488 -0.01226792],[0.01094109],0.7382432788097237
10,36033,[-0.02692733  0.02430488 -0.01226792],[-0.1006778],-4.442784919105896
10,36031,[-0.02692733  0.02430488 -0.01226792],[-0.05110787],-2.14189142118566
10,36035,[-0.02692733  0.02430488 -0.01226792],[-0.08645956],-3.78281503472513
10,36037,[-0.02692733  0.02430488 -0.01226792],[-0.05941227],-2.5273578261263365
10,36039,[-0.02692733  0.02430488 -0.01226792],[-0.06063665],-2.584189840076141
10,36041,[-0.02692733  0.02430488 -0.01226792],[-0.37236004],-17.053494582787675
10,36043,[-0.02692733  0.02430488 -0.01226792],[-0.07679769],-3.3343388456867933
10,36045,[-0.02692733  0.02430488 -0.01226792],[-0.00211864],0.13204783571422807
10,36047,[-0.02692733  0.02430488 -0.01226792],[0.00894581],0.6456282760929406
10,36049,[-0.02692733  0.02430488 -0.01226792],[-0.19643788],-8.88769288612558
10,36051,[-0.02692733  0.02430488 -0.01226792],[-0.06205662],-2.6501008010456593
10,36055,[-0.02692733  0.02430488 -0.01226792],[0.01081274],0.7322857984977964
10,36057,[-0.02692733  0.02430488 -0.01226792],[-0.05574504],-2.357135305215299
10,36059,[-0.02692733  0.02430488 -0.01226792],[0.00599637],0.5087234027686354
10,36061,[-0.02692733  0.02430488 -0.01226792],[0.01487785],0.9209761168120336
10,36063,[-0.02692733  0.02430488 -0.01226792],[-0.03692832],-1.4837174719542792
10,36067,[-0.02692733  0.02430488 -0.01226792],[0.00864976],0.6318862811263892
10,36069,[-0.02692733  0.02430488 -0.01226792],[-0.08952649],-3.9251735294590366
10,36071,[-0.02692733  0.02430488 -0.01226792],[-0.01699582],-0.5585080802490265
10,36073,[-0.02692733  0.02430488 -0.01226792],[-0.16828543],-7.580937071831377
10,36075,[-0.02692733  0.02430488 -0.01226792],[-0.05308748],-2.2337793300212305
10,36077,[-0.02692733  0.02430488 -0.01226792],[0.05579189],2.8200887844828
10,36079,[-0.02692733  0.02430488 -0.01226792],[0.01542109],0.9461918827468986
10,36081,[-0.02692733  0.02430488 -0.01226792],[-0.00071091],0.19739065619878604
10,36083,[-0.02692733  0.02430488 -0.01226792],[0.00448442],0.43854295966494267
10,36085,[-0.02692733  0.02430488 -0.01226792],[-0.01274503],-0.36119861679888055
