src_state,tar_geoid,src_moran,tar_moran,moran_shift
39,34019,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.04899203],0.3744783175125647
39,34021,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.02020148],0.669277931125696
39,34023,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[0.00018554],0.8780299116564406
39,34025,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[0.0013935],0.8903987410327687
39,34027,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[0.00704834],0.9483011615596695
39,34029,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.00441663],0.8309061187142253
39,34031,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.01818112],0.6899652823488204
39,34033,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[0.06710218],1.5632198504142094
39,34035,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.00585429],0.8161852936508596
39,34037,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[0.00019775],0.8781549325964977
39,34039,"[-2.40498877e-01  7.02600514e-02 -1.28182850e-01 -9.84977631e-02
 -7.58594700e-02  8.91420993e-03 -6.60406725e-02 -3.78284013e-02
  1.64038977e-02 -1.81785978e-01 -4.13156580e-02 -3.36929092e-02
 -5.71902241e-02 -1.50912041e-02  8.80283486e-02 -8.47512048e-02
 -1.47474988e-01 -3.36361561e-03 -1.31621150e-01 -1.01923272e-01
 -2.93225240e-02 -2.10313568e-02  1.45353077e-01 -5.65668735e-02
  1.29536963e-02 -1.26043677e-01 -2.19993528e-01 -6.98412653e-02
 -4.96279684e-05 -1.69304988e-01  3.41811293e-03 -2.10916947e-01
 -9.30629127e-02 -2.87486585e-01 -2.65471221e-01 -1.44715571e-01
 -2.29593137e-01 -2.15688797e-01 -1.36394188e-01 -1.87512150e-01
 -5.16528613e-02 -8.47453159e-02 -2.56901002e-02 -7.16340734e-02
 -7.31946814e-02 -1.94457316e-01 -1.02361675e-05  5.75770476e-03
 -4.69626142e-02 -1.16134708e-02  2.14720656e-02  3.18982690e-02
 -1.94023961e-01 -8.64964402e-02 -8.32945417e-02 -1.66699667e-01
  1.14734197e-02 -3.00697215e-01 -2.15696279e-01 -2.93463128e-02
 -3.40039674e-01  1.07553439e-01 -1.92513582e-01 -5.55076526e-02
 -1.15083302e-01 -3.20769821e-02 -1.34523289e-01 -1.96977762e-01
  9.18926159e-03 -4.08857357e-02  2.72243957e-02 -6.01470717e-02
 -1.76436846e-01 -1.42419527e-01 -4.74332780e-03  1.44519040e-02
 -3.75889773e-02 -1.84863316e-02 -1.53233183e-01 -1.55408571e-01
 -3.43785857e-02  3.08791308e-03 -6.57952374e-02 -1.08021832e-01
 -1.44301941e-02 -3.12928354e-01]",[-0.02090516],0.6620726086769145
